image_id      True_Positive       Precision                    Recall
000131.jpg             0          0.0                           0.0
000149.jpg             0          0.0                           0.0
000176.jpg             1          0.3333333333333333                           0.0005467468562055768
000180.jpg             2          0.5                           0.001092896174863388
000207.jpg             3          0.6                           0.0016384489350081922
000277.jpg             4          0.6666666666666666                           0.002183406113537118
000280.jpg             5          0.7142857142857143                           0.002727768685215494
000306.jpg             6          0.75                           0.003271537622682661
000457.jpg             7          0.7777777777777778                           0.0038147138964577656
000461.jpg             7          0.7                           0.0038147138964577656
000486.jpg             7          0.6363636363636364                           0.0038147138964577656
000501.jpg             8          0.6666666666666666                           0.004357298474945534
000565.jpg             9          0.6923076923076923                           0.004899292324442025
000625.jpg             9          0.6428571428571429                           0.004899292324442025
000654.jpg             10          0.6666666666666666                           0.00544069640914037
000678.jpg             10          0.625                           0.00544069640914037
000727.jpg             11          0.6470588235294118                           0.005981511691136488
000772.jpg             12          0.6666666666666666                           0.006521739130434782
000795.jpg             13          0.6842105263157895                           0.007061379684953829
000825.jpg             14          0.7                           0.00760043431053203
000833.jpg             15          0.7142857142857143                           0.008138903960933261
000875.jpg             15          0.6818181818181818                           0.008138903960933261
000876.jpg             16          0.6956521739130435                           0.008676789587852495
000962.jpg             17          0.7083333333333334                           0.00921409214092141
000987.jpg             18          0.72                           0.009750812567713976
000989.jpg             19          0.7307692307692307                           0.01028695181375203
000991.jpg             20          0.7407407407407407                           0.010822510822510822
001004.jpg             21          0.75                           0.011357490535424553
001084.jpg             21          0.7241379310344828                           0.011357490535424553
001145.jpg             22          0.7333333333333333                           0.011891891891891892
001276.jpg             22          0.7096774193548387                           0.011891891891891892
001313.jpg             23          0.71875                           0.01242571582928147
001319.jpg             24          0.7272727272727273                           0.012958963282937365
001321.jpg             25          0.7352941176470589                           0.013491635186184566
001367.jpg             26          0.7428571428571429                           0.014023732470334413
001382.jpg             27          0.75                           0.014555256064690027
001414.jpg             28          0.7567567567567568                           0.015086206896551725
001508.jpg             29          0.7631578947368421                           0.015616585891222402
001568.jpg             30          0.7692307692307693                           0.016146393972012917
001571.jpg             30          0.75                           0.016146393972012917
001602.jpg             31          0.7560975609756098                           0.016675632060247445
